Rank,Term,P.value,Z.score,Combined.score,Genes,Adjusted.P.value
36,Folate biosynthesis,0.06732231408980206,5.022494887525562,13.552014813617372,AKR1B10;GGH,0.37775298461500045
37,Vitamin B6 metabolism,0.09446375819813292,12.02874617737003,28.38229607751422,PSAT1,0.5006098307754997
38,Human papillomavirus infection,0.09615289940017703,1.6954185245039817,3.9703576381099137,COL1A1;CCNA2;COL1A2;CCNE2;PPP2R2C;CCNE1;SPP1;EIF4EBP1;THBS2,0.5006098307754997
39,Acute myeloid leukemia,0.09752227427784044,2.828076923076923,6.582842461352075,CCNA2;JUP;EIF4EBP1,0.5006098307754997
40,Base excision repair,0.10160892604849252,3.8869978230754008,8.888102093850833,FEN1;POLE2,0.5006098307754997
41,Fructose and mannose metabolism,0.10160892604849252,3.8869978230754008,8.888102093850833,AKR1B10;SORD,0.5006098307754997
42,Central carbon metabolism in cancer,0.10763342547015425,2.7010332950631457,6.020668130955639,SLC7A5;SLC2A1;PDK1,0.5176655224993133
43,Diabetic cardiomyopathy,0.1179183842007471,1.8420720749125075,3.9379127019307067,COL1A1;COL3A1;COL1A2;SLC2A1;MMP9;GAPDH,0.5539421769430446
44,"Alanine, aspartate and glutamate metabolism",0.12292734762916512,3.442068361086766,7.215132100682546,PPAT;GPT2,0.5643482777520762
45,Hepatitis B,0.12829809235404643,1.9241387470174125,3.9510243405989725,CCNA2;CCNE2;CCNE1;BIRC5;MMP9,0.5695268925096343
46,PI3K-Akt signaling pathway,0.1296942428487286,1.5805097451274364,3.228310604383797,COL1A1;COL1A2;CCNE2;PPP2R2C;CCNE1;SPP1;EIF4EBP1;IGH;THBS2,0.5695268925096343
47,Arrhythmogenic right ventricular cardiomyopathy,0.13269221941659107,2.4446569646569647,4.937529830775683,DSP;JUP;DSG2,0.5702942196202425
48,Human immunodeficiency virus 1 infection,0.13660404779557792,1.7607791111379123,3.505127863827137,CCNB2;CCNB1;CHEK1;CDK1;CALML3;APOBEC3B,0.5748753678063904
49,Homologous recombination,0.14520251643382848,3.088406481044518,5.959468968561615,BRIP1;RAD51,0.5985899657068031
50,Ubiquinone and other terpenoid-quinone biosynthesis,0.16634952157845004,6.012844036697247,10.785022803290294,NQO1,0.6720520671769381
51,Nucleotide excision repair,0.17995851226842918,2.6758009543285617,4.589076079854133,RFC4;POLE2,0.7127768525141706
52,Sphingolipid metabolism,0.19181026992646427,2.561676021407127,4.229963874811036,UGT8;PLPP2,0.7134004520508507
53,Small cell lung cancer,0.19203394532542756,2.0310803802938633,3.351451459033653,CCNE2;CCNE1;CKS1B,0.7134004520508507
54,Non-homologous end-joining,0.19348447393949397,5.0101936799184505,8.229533749430374,FEN1,0.7134004520508507
55,Arginine and proline metabolism,0.19777438274677048,2.5081799591002043,4.0648276215240875,CKMT1A;CKMT1B,0.7134004520508507
56,Cysteine and methionine metabolism,0.19777438274677048,2.5081799591002043,4.0648276215240875,GCLC;PSAT1,0.7134004520508507
57,Prostate cancer,0.2131137320272775,1.9225531914893617,2.972131314521479,CCNE2;CCNE1;MMP9,0.7552451556054396
58,Thiamine metabolism,0.21973880092920936,4.294014853647881,6.506788151655364,AK4,0.765297203236212
