Rank,Term,P.value,Z.score,Combined.score,Genes,Adjusted.P.value
83,Retinal Ganglion Cell Axon Guidance (GO:0031290),0.00043824044806623424,40.388966480446925,312.3174909639168,ROBO2;PTPRM;SLIT2,0.014634078417159111
84,Positive Regulation Of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035360),0.00043824044806623424,40.388966480446925,312.3174909639168,BMP2;CITED2;LMO3,0.014634078417159111
85,Cellular Response To UV-B (GO:0071493),0.0004465678085909655,15.403796203796205,118.82364086413136,MFAP4;MME;HYAL1;CRIP1,0.014634078417159111
86,Smooth Muscle Cell Differentiation (GO:0051145),0.0004465678085909655,15.403796203796205,118.82364086413136,MYOCD;EDNRB;TMEM204;GATA6,0.014634078417159111
87,Macrophage Chemotaxis (GO:0048246),0.0004465678085909655,15.403796203796205,118.82364086413136,EDNRB;SFTPD;CXCL17;CCL2,0.014634078417159111
88,Leukocyte Adhesion To Vascular Endothelial Cell (GO:0061756),0.0004523893809179363,9.63735494197679,74.21695513915274,CX3CR1;SELP;SLC39A8;SELE;JAM2,0.014656387784057232
89,Positive Regulation Of Cellular Process (GO:0048522),0.0004600224530517594,1.8792455022765928,14.440564548328892,CCL14;CSF3;VIPR1;TNXB;MYRF;CITED2;PLA2G1B;RTKN2;HBB;NEDD9;LILRA2;AREG;CXCL5;DUOX1;ZFP36;GRK5;HYAL1;SPOCK2;CXCR2;CTSH;TPPP;EDN1;HBG2;HBG1;CAV1;TNFSF13;EMP2;LIFR;HBA1;BMP5;TGFBR2;CLDN5;BMP2;IL6;TAL1;CD47;FGFR4;HBEGF,0.01473622487247827
90,Regulation Of Blood Coagulation (GO:0030193),0.0004946224428467137,7.046039392645893,53.63244957080542,THBD;EDN1;APOH;CAV1;TFPI;FOXA2,0.01566853982839979
91,Positive Regulation Of Metabolic Process (GO:0009893),0.0005052948122517889,3.391973125884017,25.74632600957918,MUC1;FABP4;EPAS1;CAV1;PRDM16;LEPR;TRPV2;ALPL;G0S2;ADRB1;ADRB2;CD36,0.01583071988714121
92,Negative Regulation Of Growth (GO:0045926),0.0005274774322936656,3.1800780950922594,24.001335648645597,ACVRL1;NPR1;MT1M;FHL1;WFDC1;ALOX15B;RERG;SOX17;HYAL1;SCGB3A1;AGTR2;SLIT2;FBP1,0.01634606695075262
93,Cell-Matrix Adhesion (GO:0007160),0.0005496299741106683,3.356829350092594,25.1972516031507,ECM2;COL13A1;FGG;ITGA1;ITGA8;EMP2;SORBS1;NPNT;ITGAL;MSLN;LYVE1;FBLN5,0.016849409206338872
94,Regulation Of Membrane Depolarization (GO:0003254),0.0005854563411433884,8.994397759103641,66.94637235513976,LRRK2;FHL1;NEDD4L;GPD1L;TBX5,0.01726918925477262
95,Endothelial Cell Development (GO:0001885),0.0005854563411433884,8.994397759103641,66.94637235513976,ROBO4;RAP1A;MYADM;PECAM1;ICAM1,0.01726918925477262
96,Leukotriene Metabolic Process (GO:0006691),0.0005854563411433884,8.994397759103641,66.94637235513976,PLA2G1B;ALOX5;ALOX5AP;DPEP2;GGT1,0.01726918925477262
97,Negative Regulation Of Blood Coagulation (GO:0030195),0.0005996666910636581,6.752103786816269,50.094780142692045,THBD;CPB2;EDN1;APOH;FGG;TFPI,0.01726918925477262
